urgent_surgeries;location;region;conventional_surgeries;health_centre;period;scheduled_surgeries;ambulatory_surgeries
1574;[41.56785, -8.398982];Região de Saúde Norte;4360;Hospital de Braga, PPP;2019-06;13748;9388
300;[41.1785642, -8.6062881];Região de Saúde Norte;3002;Instituto Português Oncologia do Porto, EPE;2019-06;6092;3090
486;[40.2804158, -7.4922407];Região de Saúde do Centro;1414;Centro Hospitalar Universitário Cova da Beira, EPE;2019-07;3832;2418
4275;[40.2191523, -8.4098211];Região de Saúde do Centro;8043;Centro Hospitalar e Universitário de Coimbra, EPE;2019-07;20724;12681
537;[39.8212263, -7.4981271];Região de Saúde do Centro;1612;Unidade Local de Saúde de Castelo Branco, EPE;2019-07;3416;1804
872;[39.2410946, -8.6937515];Região de Saúde LVT;1033;Hospital Distrital de Santarém, EPE;2019-07;3627;2594
1303;[38.7422257, -9.2264834];Região de Saúde LVT;2784;Hospital Professor Doutor Fernando Fonseca, EPE;2019-07;8446;5662
1695;[41.2494561, -8.264901];Região de Saúde Norte;4091;Centro Hospitalar Tâmega e Sousa, EPE;2019-07;14503;10412
1024;[41.1794456, -8.6745115];Região de Saúde Norte;2146;Unidade Local de Saúde de Matosinhos, EPE;2019-07;8424;6278
565;[40.2804158, -7.4922407];Região de Saúde do Centro;1604;Centro Hospitalar Universitário Cova da Beira, EPE;2019-08;4364;2760
4939;[40.2191523, -8.4098211];Região de Saúde do Centro;8856;Centro Hospitalar e Universitário de Coimbra, EPE;2019-08;22334;13478
2044;[40.516364, -8.0827433];Região de Saúde do Centro;3335;Centro Hospitalar Tondela-Viseu, EPE;2019-08;11531;8196
524;[40.117897, -8.8586755];Região de Saúde do Centro;1299;Hospital Distrital da Figueira da Foz, EPE;2019-08;5571;4272
4804;[38.7166948, -9.1371248];Região de Saúde LVT;8228;Centro Hospitalar Universitário Lisboa Central, EPE;2019-08;20038;11810
1006;[39.2410946, -8.6937515];Região de Saúde LVT;1107;Hospital Distrital de Santarém, EPE;2019-08;3948;2841
1498;[41.3031784, -7.7515252];Região de Saúde Norte;2620;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2019-08;8420;5800
1188;[41.1794456, -8.6745115];Região de Saúde Norte;2395;Unidade Local de Saúde de Matosinhos, EPE;2019-08;9285;6890
1745;[40.6362453, -8.6543716];Região de Saúde do Centro;2876;Centro Hospitalar do Baixo Vouga, EPE;2019-09;8276;5400
1631;[38.729006, -9.418267];Região de Saúde LVT;1485;Hospital de Cascais, PPP;2019-09;6916;5431
1131;[39.2410946, -8.6937515];Região de Saúde LVT;1217;Hospital Distrital de Santarém, EPE;2019-09;4474;3257
1718;[38.7422257, -9.2264834];Região de Saúde LVT;3542;Hospital Professor Doutor Fernando Fonseca, EPE;2019-09;11052;7510
1747;[41.7056054, -8.8252713];Região de Saúde Norte;3060;Unidade Local de Saúde do Alto Minho, EPE;2019-09;9041;5981
1094;[38.014123, -7.8721227];Região de Saúde do Alentejo;1227;Unidade Local de Saúde do Baixo Alentejo, EPE;2019-10;3436;2209
606;[38.0162314, -8.6956768];Região de Saúde do Alentejo;703;Unidade Local de Saúde do Litoral Alentejano, EPE;2019-10;3033;2330
707;[40.2804158, -7.4922407];Região de Saúde do Centro;2078;Centro Hospitalar Universitário Cova da Beira, EPE;2019-10;5670;3592
6067;[38.7166948, -9.1371248];Região de Saúde LVT;10525;Centro Hospitalar Universitário Lisboa Central, EPE;2019-10;25617;15092
1661;[38.977235, -8.984506];Região de Saúde LVT;2451;Hospital de Vila Franca de Xira, PPP;2019-10;8821;6370
1924;[38.7422257, -9.2264834];Região de Saúde LVT;4036;Hospital Professor Doutor Fernando Fonseca, EPE;2019-10;12709;8673
2165;[38.6658713, -9.1822554];Região de Saúde LVT;3230;Hospital Garcia de Orta, EPE;2019-10;11825;8595
1634;[38.5684861, -7.9032848];Região de Saúde do Alentejo;5188;Hospital Espírito Santo de Évora, EPE;2019-11;15675;10487
1201;[38.014123, -7.8721227];Região de Saúde do Alentejo;1330;Unidade Local de Saúde do Baixo Alentejo, EPE;2019-11;3718;2388
769;[40.2804158, -7.4922407];Região de Saúde do Centro;2354;Centro Hospitalar Universitário Cova da Beira, EPE;2019-11;6404;4050
729;[40.117897, -8.8586755];Região de Saúde do Centro;1900;Hospital Distrital da Figueira da Foz, EPE;2019-11;7827;5927
1768;[39.4054629, -9.1258493];Região de Saúde LVT;1798;Centro Hospitalar do Oeste, EPE;2019-11;4895;3097
1822;[38.977235, -8.984506];Região de Saúde LVT;2714;Hospital de Vila Franca de Xira, PPP;2019-11;9746;7032
1390;[39.2410946, -8.6937515];Região de Saúde LVT;1488;Hospital Distrital de Santarém, EPE;2019-11;5594;4106
649;[38.7396768, -9.1634516];Região de Saúde LVT;3812;Instituto Português Oncologia de Lisboa, EPE;2019-11;5454;1642
5318;[41.1831056, -8.6010558];Região de Saúde Norte;16638;Centro Hospitalar Universitário de São João, EPE;2019-11;39898;23260
2079;[41.3031784, -7.7515252];Região de Saúde Norte;3700;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2019-11;11639;7939
2745;[41.1094138, -8.5972617];Região de Saúde Norte;7022;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2019-11;21347;14325
1011;[39.3003425, -7.4263845];Região de Saúde do Alentejo;2031;Unidade Local de Saúde do Norte Alentejano, EPE;2019-12;5094;3063
2607;[39.7414812, -8.7982706];Região de Saúde do Centro;2768;Centro Hospitalar de Leiria, EPE;2019-12;12894;10126
7312;[40.2191523, -8.4098211];Região de Saúde do Centro;13230;Centro Hospitalar e Universitário de Coimbra, EPE;2019-12;33871;20641
954;[39.8212263, -7.4981271];Região de Saúde do Centro;2405;Unidade Local de Saúde de Castelo Branco, EPE;2019-12;5747;3342
1684;[38.5283754, -8.8818638];Região de Saúde LVT;3158;Centro Hospitalar de Setúbal, EPE;2019-12;12455;9297
2537;[38.6658713, -9.1822554];Região de Saúde LVT;3918;Hospital Garcia de Orta, EPE;2019-12;14425;10507
1349;[41.3423984, -8.4802503];Região de Saúde Norte;1691;Centro Hospitalar do Médio Ave, EPE;2019-12;6601;4910
2266;[41.4387173, -8.3086907];Região de Saúde Norte;5275;Hospital da Senhora da Oliveira, Guimarães, EPE;2019-12;12886;7611
3331;[41.56785, -8.398982];Região de Saúde Norte;8806;Hospital de Braga, EPE;2019-12;28069;19263
1765;[41.1794456, -8.6745115];Região de Saúde Norte;3788;Unidade Local de Saúde de Matosinhos, EPE;2019-12;13994;10206
224;[39.7414812, -8.7982706];Região de Saúde do Centro;313;Centro Hospitalar de Leiria, EPE;2020-01;1361;1048
216;[40.516364, -8.0827433];Região de Saúde do Centro;550;Centro Hospitalar Tondela-Viseu, EPE;2020-01;1735;1185
78;[39.8212263, -7.4981271];Região de Saúde do Centro;198;Unidade Local de Saúde de Castelo Branco, EPE;2020-01;455;257
93;[38.6554005, -9.0592392];Região de Saúde LVT;270;Centro Hospitalar Barreiro/Montijo, EPE;2020-01;677;407
142;[39.4054629, -9.1258493];Região de Saúde LVT;202;Centro Hospitalar do Oeste, EPE;2020-01;473;271
113;[39.478072, -8.5404429];Região de Saúde LVT;242;Centro Hospitalar Médio Tejo, EPE;2020-01;797;555
179;[40.9293884, -8.5458794];Região de Saúde Norte;382;Centro Hospitalar Entre Douro e Vouga, EPE;2020-01;1530;1148
202;[41.4387173, -8.3086907];Região de Saúde Norte;504;Hospital da Senhora da Oliveira, Guimarães, EPE;2020-01;1212;708
123;[38.0162314, -8.6956768];Região de Saúde do Alentejo;164;Unidade Local de Saúde do Litoral Alentejano, EPE;2020-02;828;664
150;[39.3003425, -7.4263845];Região de Saúde do Alentejo;396;Unidade Local de Saúde do Norte Alentejano, EPE;2020-02;964;568
429;[39.7414812, -8.7982706];Região de Saúde do Centro;609;Centro Hospitalar de Leiria, EPE;2020-02;2727;2118
441;[40.516364, -8.0827433];Região de Saúde do Centro;999;Centro Hospitalar Tondela-Viseu, EPE;2020-02;3200;2201
196;[38.6554005, -9.0592392];Região de Saúde LVT;489;Centro Hospitalar Barreiro/Montijo, EPE;2020-02;1258;769
1324;[38.7166948, -9.1371248];Região de Saúde LVT;2286;Centro Hospitalar Universitário Lisboa Central, EPE;2020-02;5812;3526
222;[39.478072, -8.5404429];Região de Saúde LVT;468;Centro Hospitalar Médio Tejo, EPE;2020-02;1548;1080
370;[41.4387173, -8.3086907];Região de Saúde Norte;939;Hospital da Senhora da Oliveira, Guimarães, EPE;2020-02;2258;1319
563;[41.56785, -8.398982];Região de Saúde Norte;1176;Hospital de Braga, EPE;2020-02;3784;2608
85;[41.1785642, -8.6062881];Região de Saúde Norte;1014;Instituto Português Oncologia do Porto, EPE;2020-02;1985;971
183;[38.0162314, -8.6956768];Região de Saúde do Alentejo;215;Unidade Local de Saúde do Litoral Alentejano, EPE;2020-03;1010;795
232;[39.3003425, -7.4263845];Região de Saúde do Alentejo;518;Unidade Local de Saúde do Norte Alentejano, EPE;2020-03;1236;718
615;[39.7414812, -8.7982706];Região de Saúde do Centro;782;Centro Hospitalar de Leiria, EPE;2020-03;3564;2782
188;[40.5309916, -7.2734793];Região de Saúde do Centro;357;Unidade Local de Saúde da Guarda, EPE;2020-03;869;512
727;[38.708454, -9.216985];Região de Saúde LVT;1518;Centro Hospitalar de Lisboa Ocidental, EPE;2020-03;3817;2299
446;[39.4054629, -9.1258493];Região de Saúde LVT;491;Centro Hospitalar do Oeste, EPE;2020-03;1142;651
331;[39.478072, -8.5404429];Região de Saúde LVT;605;Centro Hospitalar Médio Tejo, EPE;2020-03;1941;1336
680;[38.821455, -9.176296];Região de Saúde LVT;744;Hospital de Loures, PPP;2020-03;3156;2412
538;[38.6658713, -9.1822554];Região de Saúde LVT;1087;Hospital Garcia de Orta, EPE;2020-03;3727;2640
708;[41.2494561, -8.264901];Região de Saúde Norte;1689;Centro Hospitalar Tâmega e Sousa, EPE;2020-03;5450;3761
525;[41.4387173, -8.3086907];Região de Saúde Norte;1193;Hospital da Senhora da Oliveira, Guimarães, EPE;2020-03;2862;1669
423;[41.1794456, -8.6745115];Região de Saúde Norte;678;Unidade Local de Saúde de Matosinhos, EPE;2020-03;3348;2670
336;[41.8056532, -6.7888197];Região de Saúde Norte;453;Unidade Local de Saúde do Nordeste, EPE;2020-03;1342;889
1173;[37.0238973, -7.9281554];Região de Saúde do Algarve;1205;Centro Hospitalar Universitário do Algarve,EPE;2020-04;2730;1525
207;[40.2804158, -7.4922407];Região de Saúde do Centro;633;Centro Hospitalar Universitário Cova da Beira, EPE;2020-04;1680;1047
249;[40.117897, -8.8586755];Região de Saúde do Centro;359;Hospital Distrital da Figueira da Foz, EPE;2020-04;1826;1467
851;[38.821455, -9.176296];Região de Saúde LVT;805;Hospital de Loures, PPP;2020-04;3452;2647
218;[38.7396768, -9.1634516];Região de Saúde LVT;1195;Instituto Português Oncologia de Lisboa, EPE;2020-04;1815;620
1562;[41.1831056, -8.6010558];Região de Saúde Norte;4906;Centro Hospitalar Universitário de São João, EPE;2020-04;11952;7046
377;[41.3423984, -8.4802503];Região de Saúde Norte;420;Centro Hospitalar do Médio Ave, EPE;2020-04;1600;1180
164;[41.1785642, -8.6062881];Região de Saúde Norte;1858;Instituto Português Oncologia do Porto, EPE;2020-04;3347;1489
691;[41.7056054, -8.8252713];Região de Saúde Norte;1084;Unidade Local de Saúde do Alto Minho, EPE;2020-04;2846;1762
518;[38.014123, -7.8721227];Região de Saúde do Alentejo;381;Unidade Local de Saúde do Baixo Alentejo, EPE;2020-05;815;434
328;[40.117897, -8.8586755];Região de Saúde do Centro;459;Hospital Distrital da Figueira da Foz, EPE;2020-05;2193;1734
447;[38.6554005, -9.0592392];Região de Saúde LVT;914;Centro Hospitalar Barreiro/Montijo, EPE;2020-05;2051;1137
3082;[38.7166948, -9.1371248];Região de Saúde LVT;4198;Centro Hospitalar Universitário Lisboa Central, EPE;2020-05;9753;5555
1132;[38.708454, -9.216985];Região de Saúde LVT;1953;Centro Hospitalar de Lisboa Ocidental, EPE;2020-05;4748;2795
738;[39.4054629, -9.1258493];Região de Saúde LVT;618;Centro Hospitalar do Oeste, EPE;2020-05;1419;801
1024;[38.7422257, -9.2264834];Região de Saúde LVT;1441;Hospital Professor Doutor Fernando Fonseca, EPE;2020-05;4257;2816
1126;[41.2494561, -8.264901];Região de Saúde Norte;2392;Centro Hospitalar Tâmega e Sousa, EPE;2020-05;7245;4853
1039;[41.1094138, -8.5972617];Região de Saúde Norte;2735;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2020-05;6994;4259
213;[41.1785642, -8.6062881];Região de Saúde Norte;2263;Instituto Português Oncologia do Porto, EPE;2020-05;4129;1866
610;[38.014123, -7.8721227];Região de Saúde do Alentejo;464;Unidade Local de Saúde do Baixo Alentejo, EPE;2020-06;1014;550
1818;[37.0238973, -7.9281554];Região de Saúde do Algarve;1659;Centro Hospitalar Universitário do Algarve,EPE;2020-06;3633;1974
378;[40.5309916, -7.2734793];Região de Saúde do Centro;578;Unidade Local de Saúde da Guarda, EPE;2020-06;1123;545
895;[38.977235, -8.984506];Região de Saúde LVT;1073;Hospital de Vila Franca de Xira, PPP;2020-06;3640;2567
610;[41.3423984, -8.4802503];Região de Saúde Norte;567;Centro Hospitalar do Médio Ave, EPE;2020-06;2098;1531
1345;[41.2494561, -8.264901];Região de Saúde Norte;3073;Centro Hospitalar Tâmega e Sousa, EPE;2020-06;9507;6434
1057;[41.3031784, -7.7515252];Região de Saúde Norte;1640;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2020-06;4017;2377
1246;[41.1094138, -8.5972617];Região de Saúde Norte;3349;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2020-06;8586;5237
1353;[39.7414812, -8.7982706];Região de Saúde do Centro;1499;Centro Hospitalar de Leiria, EPE;2020-07;7384;5885
1195;[40.6362453, -8.6543716];Região de Saúde do Centro;1844;Centro Hospitalar do Baixo Vouga, EPE;2020-07;5148;3304
683;[38.5283754, -8.8818638];Região de Saúde LVT;1393;Centro Hospitalar de Setúbal, EPE;2020-07;4771;3378
1044;[38.977235, -8.984506];Região de Saúde LVT;1329;Hospital de Vila Franca de Xira, PPP;2020-07;4556;3227
376;[38.7396768, -9.1634516];Região de Saúde LVT;2117;Instituto Português Oncologia de Lisboa, EPE;2020-07;3029;912
1484;[41.1094138, -8.5972617];Região de Saúde Norte;3976;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2020-07;10675;6699
1829;[41.56785, -8.398982];Região de Saúde Norte;3525;Hospital de Braga, EPE;2020-07;10876;7351
829;[38.5283754, -8.8818638];Região de Saúde LVT;1572;Centro Hospitalar de Setúbal, EPE;2020-08;5413;3841
1154;[38.977235, -8.984506];Região de Saúde LVT;1531;Hospital de Vila Franca de Xira, PPP;2020-08;5458;3927
1476;[38.6658713, -9.1822554];Região de Saúde LVT;2070;Hospital Garcia de Orta, EPE;2020-08;7518;5448
3086;[41.1472498, -8.6172617];Região de Saúde Norte;5683;Centro Hospitalar Universitário do Porto, EPE;2020-08;16985;11302
2139;[41.56785, -8.398982];Região de Saúde Norte;4025;Hospital de Braga, EPE;2020-08;13113;9088
60;[41.5324234, -8.6171561];Região de Saúde Norte;728;Hospital Santa Maria Maior, EPE;2020-08;2805;2077
371;[41.1785642, -8.6062881];Região de Saúde Norte;3581;Instituto Português Oncologia do Porto, EPE;2020-08;6407;2826
542;[38.0162314, -8.6956768];Região de Saúde do Alentejo;469;Unidade Local de Saúde do Litoral Alentejano, EPE;2020-09;2198;1729
532;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1120;Unidade Local de Saúde do Norte Alentejano, EPE;2020-09;2916;1796
495;[40.2804158, -7.4922407];Região de Saúde do Centro;1348;Centro Hospitalar Universitário Cova da Beira, EPE;2020-09;3721;2373
818;[38.6554005, -9.0592392];Região de Saúde LVT;1492;Centro Hospitalar Barreiro/Montijo, EPE;2020-09;3315;1823
2091;[38.708454, -9.216985];Região de Saúde LVT;3439;Centro Hospitalar de Lisboa Ocidental, EPE;2020-09;8840;5401
1342;[39.4054629, -9.1258493];Região de Saúde LVT;1073;Centro Hospitalar do Oeste, EPE;2020-09;2660;1587
1020;[39.478072, -8.5404429];Região de Saúde LVT;1313;Centro Hospitalar Médio Tejo, EPE;2020-09;4549;3236
1841;[38.821455, -9.176296];Região de Saúde LVT;1660;Hospital de Loures, PPP;2020-09;8032;6372
3461;[41.1472498, -8.6172617];Região de Saúde Norte;6652;Centro Hospitalar Universitário do Porto, EPE;2020-09;20100;13448
737;[41.3828711, -8.7589945];Região de Saúde Norte;1322;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2020-09;3000;1678
1385;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3117;Hospital Espírito Santo de Évora, EPE;2020-10;10038;6921
2991;[37.0238973, -7.9281554];Região de Saúde do Algarve;3033;Centro Hospitalar Universitário do Algarve,EPE;2020-10;7005;3972
1691;[40.6362453, -8.6543716];Região de Saúde do Centro;2813;Centro Hospitalar do Baixo Vouga, EPE;2020-10;7735;4922
2298;[38.708454, -9.216985];Região de Saúde LVT;3878;Centro Hospitalar de Lisboa Ocidental, EPE;2020-10;10062;6184
2158;[38.7422257, -9.2264834];Região de Saúde LVT;3105;Hospital Professor Doutor Fernando Fonseca, EPE;2020-10;8405;5300
5735;[40.2191523, -8.4098211];Região de Saúde do Centro;9911;Centro Hospitalar e Universitário de Coimbra, EPE;2020-11;23271;13360
2615;[40.516364, -8.0827433];Região de Saúde do Centro;4148;Centro Hospitalar Tondela-Viseu, EPE;2020-11;11911;7763
690;[40.5309916, -7.2734793];Região de Saúde do Centro;1057;Unidade Local de Saúde da Guarda, EPE;2020-11;2099;1042
1644;[39.4054629, -9.1258493];Região de Saúde LVT;1299;Centro Hospitalar do Oeste, EPE;2020-11;3385;2086
1658;[38.729006, -9.418267];Região de Saúde LVT;1757;Hospital de Cascais, PPP;2020-11;8176;6419
1956;[38.6658713, -9.1822554];Região de Saúde LVT;2972;Hospital Garcia de Orta, EPE;2020-11;11527;8555
1228;[41.3423984, -8.4802503];Região de Saúde Norte;1185;Centro Hospitalar do Médio Ave, EPE;2020-11;4498;3313
2054;[41.3031784, -7.7515252];Região de Saúde Norte;3380;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2020-11;9221;5841
1844;[41.4387173, -8.3086907];Região de Saúde Norte;3716;Hospital da Senhora da Oliveira, Guimarães, EPE;2020-11;9516;5800
1443;[41.1794456, -8.6745115];Região de Saúde Norte;2480;Unidade Local de Saúde de Matosinhos, EPE;2020-11;10252;7772
1192;[38.014123, -7.8721227];Região de Saúde do Alentejo;1112;Unidade Local de Saúde do Baixo Alentejo, EPE;2020-12;2748;1636
699;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1410;Unidade Local de Saúde do Norte Alentejano, EPE;2020-12;3911;2501
3620;[37.0238973, -7.9281554];Região de Saúde do Algarve;3855;Centro Hospitalar Universitário do Algarve,EPE;2020-12;8894;5039
670;[40.2804158, -7.4922407];Região de Saúde do Centro;1749;Centro Hospitalar Universitário Cova da Beira, EPE;2020-12;5097;3348
2312;[39.7414812, -8.7982706];Região de Saúde do Centro;2577;Centro Hospitalar de Leiria, EPE;2020-12;13323;10746
2047;[40.6362453, -8.6543716];Região de Saúde do Centro;3099;Centro Hospitalar do Baixo Vouga, EPE;2020-12;9246;6147
2865;[40.516364, -8.0827433];Região de Saúde do Centro;4212;Centro Hospitalar Tondela-Viseu, EPE;2020-12;13267;9055
7336;[38.7166948, -9.1371248];Região de Saúde LVT;10202;Centro Hospitalar Universitário Lisboa Central, EPE;2020-12;25263;15061
1321;[38.5283754, -8.8818638];Região de Saúde LVT;2356;Centro Hospitalar de Setúbal, EPE;2020-12;8560;6204
5167;[38.7500861, -9.1616116];Região de Saúde LVT;9726;Centro Hospitalar Universitário de Lisboa Norte, EPE;2020-12;24404;14678
1316;[39.2410946, -8.6937515];Região de Saúde LVT;1470;Hospital Distrital de Santarém, EPE;2020-12;4699;3229
2095;[38.6658713, -9.1822554];Região de Saúde LVT;3272;Hospital Garcia de Orta, EPE;2020-12;12742;9470
1319;[41.8056532, -6.7888197];Região de Saúde Norte;1403;Unidade Local de Saúde do Nordeste, EPE;2020-12;4799;3396
123;[39.4054629, -9.1258493];Região de Saúde LVT;55;Centro Hospitalar do Oeste, EPE;2021-01;131;76
112;[39.478072, -8.5404429];Região de Saúde LVT;97;Centro Hospitalar Médio Tejo, EPE;2021-01;366;269
155;[38.821455, -9.176296];Região de Saúde LVT;53;Hospital de Loures, PPP;2021-01;564;511
225;[38.7422257, -9.2264834];Região de Saúde LVT;140;Hospital Professor Doutor Fernando Fonseca, EPE;2021-01;378;238
411;[41.1831056, -8.6010558];Região de Saúde Norte;1496;Centro Hospitalar Universitário de São João, EPE;2021-01;3924;2428
192;[40.9293884, -8.5458794];Região de Saúde Norte;210;Centro Hospitalar Entre Douro e Vouga, EPE;2021-01;1436;1226
89;[41.3828711, -8.7589945];Região de Saúde Norte;108;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2021-01;284;176
282;[41.56785, -8.398982];Região de Saúde Norte;533;Hospital de Braga, EPE;2021-01;2418;1885
136;[41.1794456, -8.6745115];Região de Saúde Norte;205;Unidade Local de Saúde de Matosinhos, EPE;2021-01;778;573
169;[41.7056054, -8.8252713];Região de Saúde Norte;81;Unidade Local de Saúde do Alto Minho, EPE;2021-01;338;257
300;[38.5684861, -7.9032848];Região de Saúde do Alentejo;389;Hospital Espírito Santo de Évora, EPE;2021-02;1866;1477
929;[40.2191523, -8.4098211];Região de Saúde do Centro;1403;Centro Hospitalar e Universitário de Coimbra, EPE;2021-02;3003;1600
118;[40.5309916, -7.2734793];Região de Saúde do Centro;152;Unidade Local de Saúde da Guarda, EPE;2021-02;280;128
148;[38.6554005, -9.0592392];Região de Saúde LVT;169;Centro Hospitalar Barreiro/Montijo, EPE;2021-02;744;575
186;[38.5283754, -8.8818638];Região de Saúde LVT;190;Centro Hospitalar de Setúbal, EPE;2021-02;696;506
745;[38.7500861, -9.1616116];Região de Saúde LVT;1105;Centro Hospitalar Universitário de Lisboa Norte, EPE;2021-02;3045;1940
287;[38.729006, -9.418267];Região de Saúde LVT;235;Hospital de Cascais, PPP;2021-02;1942;1707
217;[38.977235, -8.984506];Região de Saúde LVT;167;Hospital de Vila Franca de Xira, PPP;2021-02;1486;1319
256;[41.3423984, -8.4802503];Região de Saúde Norte;136;Centro Hospitalar do Médio Ave, EPE;2021-02;900;764
379;[41.1094138, -8.5972617];Região de Saúde Norte;795;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2021-02;3571;2776
18;[41.5324234, -8.6171561];Região de Saúde Norte;105;Hospital Santa Maria Maior, EPE;2021-02;656;551
973;[37.0238973, -7.9281554];Região de Saúde do Algarve;807;Centro Hospitalar Universitário do Algarve,EPE;2021-03;1892;1085
631;[38.708454, -9.216985];Região de Saúde LVT;915;Centro Hospitalar de Lisboa Ocidental, EPE;2021-03;2901;1986
426;[39.4054629, -9.1258493];Região de Saúde LVT;290;Centro Hospitalar do Oeste, EPE;2021-03;786;496
1225;[38.7500861, -9.1616116];Região de Saúde LVT;1959;Centro Hospitalar Universitário de Lisboa Norte, EPE;2021-03;5111;3152
396;[41.3423984, -8.4802503];Região de Saúde Norte;337;Centro Hospitalar do Médio Ave, EPE;2021-03;1665;1328
499;[41.4387173, -8.3086907];Região de Saúde Norte;1080;Hospital da Senhora da Oliveira, Guimarães, EPE;2021-03;3381;2301
293;[41.8056532, -6.7888197];Região de Saúde Norte;258;Unidade Local de Saúde do Nordeste, EPE;2021-03;1181;923
339;[38.6554005, -9.0592392];Região de Saúde LVT;568;Centro Hospitalar Barreiro/Montijo, EPE;2021-04;1882;1314
1772;[41.1831056, -8.6010558];Região de Saúde Norte;6483;Centro Hospitalar Universitário de São João, EPE;2021-04;16498;10015
1545;[41.1472498, -8.6172617];Região de Saúde Norte;3869;Centro Hospitalar Universitário do Porto, EPE;2021-04;12303;8434
742;[41.3031784, -7.7515252];Região de Saúde Norte;1290;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2021-04;4363;3073
1139;[41.56785, -8.398982];Região de Saúde Norte;3227;Hospital de Braga, EPE;2021-04;12706;9479
422;[41.8056532, -6.7888197];Região de Saúde Norte;421;Unidade Local de Saúde do Nordeste, EPE;2021-04;1795;1374
223;[39.3003425, -7.4263845];Região de Saúde do Alentejo;682;Unidade Local de Saúde do Norte Alentejano, EPE;2021-05;2180;1498
808;[40.6362453, -8.6543716];Região de Saúde do Centro;1421;Centro Hospitalar do Baixo Vouga, EPE;2021-05;3976;2555
1119;[40.516364, -8.0827433];Região de Saúde do Centro;2021;Centro Hospitalar Tondela-Viseu, EPE;2021-05;7028;5007
288;[40.117897, -8.8586755];Região de Saúde do Centro;466;Hospital Distrital da Figueira da Foz, EPE;2021-05;3556;3090
315;[40.5309916, -7.2734793];Região de Saúde do Centro;444;Unidade Local de Saúde da Guarda, EPE;2021-05;828;384
439;[38.6554005, -9.0592392];Região de Saúde LVT;846;Centro Hospitalar Barreiro/Montijo, EPE;2021-05;2539;1693
2982;[38.7166948, -9.1371248];Região de Saúde LVT;4644;Centro Hospitalar Universitário Lisboa Central, EPE;2021-05;12849;8205
523;[38.5283754, -8.8818638];Região de Saúde LVT;822;Centro Hospitalar de Setúbal, EPE;2021-05;3851;3029
2205;[38.7500861, -9.1616116];Região de Saúde LVT;3933;Centro Hospitalar Universitário de Lisboa Norte, EPE;2021-05;10979;7046
2259;[41.1831056, -8.6010558];Região de Saúde Norte;8193;Centro Hospitalar Universitário de São João, EPE;2021-05;20769;12576
673;[41.3423984, -8.4802503];Região de Saúde Norte;765;Centro Hospitalar do Médio Ave, EPE;2021-05;3126;2361
975;[40.9293884, -8.5458794];Região de Saúde Norte;2195;Centro Hospitalar Entre Douro e Vouga, EPE;2021-05;8883;6688
478;[41.3828711, -8.7589945];Região de Saúde Norte;644;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2021-05;1787;1143
1087;[41.2494561, -8.264901];Região de Saúde Norte;3166;Centro Hospitalar Tâmega e Sousa, EPE;2021-05;9991;6825
1052;[41.1094138, -8.5972617];Região de Saúde Norte;3652;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2021-05;11112;7460
829;[41.4387173, -8.3086907];Região de Saúde Norte;2088;Hospital da Senhora da Oliveira, Guimarães, EPE;2021-05;6063;3975
59;[41.5324234, -8.6171561];Região de Saúde Norte;454;Hospital Santa Maria Maior, EPE;2021-05;2329;1875
524;[41.8056532, -6.7888197];Região de Saúde Norte;582;Unidade Local de Saúde do Nordeste, EPE;2021-05;2414;1832
1020;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1710;Hospital Espírito Santo de Évora, EPE;2021-06;7710;6000
1328;[38.708454, -9.216985];Região de Saúde LVT;2457;Centro Hospitalar de Lisboa Ocidental, EPE;2021-06;7067;4610
675;[38.5283754, -8.8818638];Região de Saúde LVT;1048;Centro Hospitalar de Setúbal, EPE;2021-06;4968;3920
656;[39.2410946, -8.6937515];Região de Saúde LVT;936;Hospital Distrital de Santarém, EPE;2021-06;3310;2374
263;[38.7396768, -9.1634516];Região de Saúde LVT;2435;Instituto Português Oncologia de Lisboa, EPE;2021-06;3317;882
601;[41.3828711, -8.7589945];Região de Saúde Norte;900;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2021-06;2446;1546
285;[41.1785642, -8.6062881];Região de Saúde Norte;3172;Instituto Português Oncologia do Porto, EPE;2021-06;5863;2691
647;[41.8056532, -6.7888197];Região de Saúde Norte;737;Unidade Local de Saúde do Nordeste, EPE;2021-06;3010;2273
